"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.06.2023","140,47","139,56","141,48","139,34","12,76M","2,10%"
"01.06.2023","137,58","136,52","138,23","135,45","12,02M","1,38%"
"31.05.2023","135,71","136,73","136,84","134,40","13,75M","-1,27%"
"30.05.2023","137,46","136,80","137,72","136,02","7,35M","0,38%"
"26.05.2023","136,94","136,11","137,60","135,63","8,58M","0,94%"
"25.05.2023","135,67","134,82","136,27","134,58","8,06M","0,24%"
"24.05.2023","135,34","135,40","136,35","135,08","8,05M","-0,92%"
"23.05.2023","136,59","137,54","139,03","136,46","9,45M","-1,04%"
"22.05.2023","138,03","141,00","141,64","137,66","11,34M","-0,83%"
"19.05.2023","139,18","139,79","140,49","138,13","13,49M","-0,23%"
"18.05.2023","139,50","138,27","139,73","137,76","10,47M","0,76%"
"17.05.2023","138,45","135,90","138,59","135,46","12,71M","3,07%"
"16.05.2023","134,32","135,46","135,94","133,96","6,48M","-0,67%"
"15.05.2023","135,23","134,27","135,67","133,96","7,64M","0,84%"
"12.05.2023","134,10","136,82","136,99","133,13","9,99M","-1,43%"
"11.05.2023","136,05","135,00","136,81","134,90","7,06M","-0,32%"
"10.05.2023","136,48","137,95","138,06","134,87","8,13M","0,05%"
"09.05.2023","136,41","135,93","136,95","135,21","7,34M","-0,48%"
"08.05.2023","137,07","137,49","137,97","136,48","7,48M","0,24%"
"05.05.2023","136,74","136,44","137,88","135,91","11,26M","1,95%"
"04.05.2023","134,12","134,96","135,72","131,81","17,09M","-1,37%"
"03.05.2023","135,98","138,44","138,67","135,76","12,93M","-2,12%"
"02.05.2023","138,92","141,40","142,41","138,43","14,11M","-1,61%"
"01.05.2023","141,20","142,26","143,37","140,83","20,42M","2,14%"
"28.04.2023","138,24","136,56","138,32","135,67","9,89M","0,87%"
"27.04.2023","137,05","136,00","137,91","135,66","9,04M","1,35%"
"26.04.2023","135,23","137,62","137,81","134,00","14,42M","-1,77%"
"25.04.2023","137,67","139,60","139,96","137,63","10,63M","-2,17%"
"24.04.2023","140,73","140,46","141,10","140,04","7,57M","0,14%"
"21.04.2023","140,54","139,74","141,11","138,78","11,84M","-0,19%"
"20.04.2023","140,81","139,91","141,43","139,84","10,59M","-0,29%"
"19.04.2023","141,22","141,23","141,50","140,40","9,16M","-0,13%"
"18.04.2023","141,40","140,27","141,78","139,03","13,76M","1,12%"
"17.04.2023","139,83","139,95","140,06","137,66","16,05M","0,79%"
"14.04.2023","138,73","135,15","139,12","134,90","43,93M","7,55%"
"13.04.2023","128,99","128,46","129,04","126,83","12,45M","0,38%"
"12.04.2023","128,50","129,18","130,43","128,06","11,82M","-0,02%"
"11.04.2023","128,52","128,30","128,94","127,54","10,52M","0,49%"
"10.04.2023","127,89","126,54","128,23","126,22","9,48M","0,33%"
"06.04.2023","127,47","127,00","128,08","126,86","8,76M","-0,11%"
"05.04.2023","127,61","126,80","128,15","126,46","9,61M","-0,63%"
"04.04.2023","128,42","130,50","130,59","127,41","11,58M","-1,34%"
"03.04.2023","130,16","129,91","131,44","129,41","11,78M","-0,12%"
"31.03.2023","130,31","129,66","130,34","128,85","13,11M","1,21%"
"30.03.2023","128,75","129,95","130,12","127,65","12,13M","-0,30%"
"29.03.2023","129,14","130,10","130,22","127,77","14,60M","0,20%"
"28.03.2023","128,88","128,71","129,34","127,74","10,82M","0,30%"
"27.03.2023","128,49","126,79","129,38","126,29","18,85M","2,87%"
"24.03.2023","124,91","125,63","125,68","123,11","22,33M","-1,52%"
"23.03.2023","126,84","127,90","129,53","126,02","16,68M","-0,27%"
"22.03.2023","127,18","130,56","130,65","127,08","17,25M","-2,58%"
"21.03.2023","130,55","130,59","131,73","130,19","17,81M","2,68%"
"20.03.2023","127,14","126,99","129,47","126,01","22,88M","1,06%"
"17.03.2023","125,81","128,38","128,48","125,45","38,40M","-3,78%"
"16.03.2023","130,75","128,01","131,95","126,02","24,57M","1,94%"
"15.03.2023","128,26","130,98","130,99","126,73","34,28M","-4,72%"
"14.03.2023","134,62","135,28","135,53","131,29","29,65M","2,57%"
"13.03.2023","131,25","131,21","133,88","129,41","42,90M","-1,80%"
"10.03.2023","133,65","128,96","135,26","127,82","37,60M","2,54%"
"09.03.2023","130,34","136,76","137,35","129,21","25,89M","-5,41%"
"08.03.2023","137,80","138,00","138,59","136,88","10,00M","-0,59%"
"07.03.2023","138,62","142,01","142,31","137,81","11,75M","-2,94%"
"06.03.2023","142,82","143,44","144,04","142,66","9,26M","-0,58%"
"03.03.2023","143,66","141,51","143,74","141,08","9,51M","1,84%"
"02.03.2023","141,07","142,24","142,43","139,54","11,11M","-1,04%"
"01.03.2023","142,55","142,10","143,46","141,80","7,14M","-0,56%"
"28.02.2023","143,35","142,94","143,76","141,90","11,02M","0,84%"
"27.02.2023","142,16","142,11","143,31","141,72","10,01M","0,87%"
"24.02.2023","140,93","139,11","141,36","138,93","9,13M","0,90%"
"23.02.2023","139,67","138,73","140,17","137,94","8,07M","0,80%"
"22.02.2023","138,56","138,92","139,43","137,43","11,11M","-0,77%"
"21.02.2023","139,63","140,69","141,34","138,75","10,00M","-1,83%"
"17.02.2023","142,24","140,98","142,83","140,07","7,95M","0,30%"
"16.02.2023","141,82","142,91","143,39","141,68","8,17M","-1,38%"
"15.02.2023","143,80","141,61","143,89","141,30","6,73M","0,42%"
"14.02.2023","143,20","142,50","143,81","141,60","9,25M","0,44%"
"13.02.2023","142,57","141,30","142,73","140,74","7,13M","1,08%"
"10.02.2023","141,04","139,78","141,28","138,59","6,58M","0,44%"
"09.02.2023","140,42","143,12","143,34","139,87","6,44M","-1,56%"
"08.02.2023","142,64","142,65","144,04","142,28","6,96M","-0,70%"
"07.02.2023","143,65","141,38","144,34","141,18","10,45M","1,22%"
"06.02.2023","141,92","140,23","142,24","140,03","8,41M","0,59%"
